product_name,image_link,rating,price,number_of_ratings,product_link,price_before_discount,brand,operating_system,RAM,CPU,storage,screen_size,cellular_technology,model_name,cpu_model,available_colors
"S2BUY Carrier Change chip, Easy to Switch to Any GSM Carrier Networks (Higher Models)",https://m.media-amazon.com/images/I/61wN+rcWfdL._AC_UL320_.jpg,2.9 out of 5 stars,14.89,31,/Carrier-Change-Switch-Networks-Higher/dp/B0B677NHN7/ref=sr_1_1811?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1811,$15.89,Generic,,,,,,GSM,,,Higher Models
"Samsung Galaxy A12 Smartphone, 32GB Memory, Verizon Unlocked - Black (Renewed)",https://m.media-amazon.com/images/I/818R9ZmqrvL._AC_UL320_.jpg,3.7 out of 5 stars,83.70,32,/SAMSUNG-Galaxy-A12-Android-Smartphone/dp/B09HR68FBF/ref=sr_1_1812?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1812,$92.74,SAMSUNG,Android,,,32 GB,6.5 Inches,4G,Galaxy A12,,
Ulefone Armor 21 Rugged-Phone-CASE Power Armor 21 CASE Armor 21 Ultra for Armor 21 Series Rugged Smartphone,https://m.media-amazon.com/images/I/718t0Kbt7nL._AC_UL320_.jpg,4.0 out of 5 stars,36.99,15,/Ulefone-Armor-21-Unlocked-Smartphone/dp/B0C7G6M3Q9/ref=sr_1_1813?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1813,$5.62,Ulefone,,,,,,,,,
BLU C5L Max | 2022 | Long Lasting Battery | Unlocked | 5.7” Display | 32GB | 5MP Camera | US Warranty | Black,https://m.media-amazon.com/images/I/811+PhnHctL._AC_UL320_.jpg,3.2 out of 5 stars,000,12,/BLU-Lasting-Battery-Unlocked-Warranty/dp/B09QNVFKZ8/ref=sr_1_1814?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1814,,BLU,Android 11.0,3 GB,,32 GB,5.7 Inches,4G,C5L MAX,,"Black, Bronze, Red"
VTECH-ATT Accessory Handset with Caller ID/Call Waiting / TL90073 / by AT&T,https://m.media-amazon.com/images/I/41CKNPvLY4L._AC_UL320_.jpg,,000,,/VTECH-ATT-Accessory-Handset-Waiting-TL90073/dp/B00ILGV888/ref=sr_1_1815?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1815,,VTech,,,,,,,,,
"Xiaomi Redmi 10 2022 4G LTE (64GB + 4GB) LTE GSM Unlocked 6.5"" 50MP Quad Cam (Tmobile Mint Tello and International Global) + (w/Fast Car 51W Charger) (Pebble White)",https://m.media-amazon.com/images/I/418LxDcsG+L._AC_UL320_.jpg,4.1 out of 5 stars,129.92,23,/Xiaomi-Unlocked-Tmobile-International-Charger/dp/B0CDJ6Y2R5/ref=sr_1_1819?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1819,,Xiaomi,MIUI 12.5 based on Android 11,4 GB,,64 GB,6.5 Inches,4G,xiaomi 10 2022,,"Carbon Grey, Pebble White, White"
"realme 11 5G Dual SIM 8+256GB | RMX3780 |108MP Camera | 120Hz 6.72"" LCD Display | 108 MP Camera | 5000 mAh Battery | GSM Unlocked (Not for CDMA Carriers Such as Verizon, Sprint, Boost, Cricket) -",https://m.media-amazon.com/images/I/61XAaMHLuUL._AC_UL320_.jpg,,269.00,,/realme-RMX3780-Display-Unlocked-Carriers/dp/B0CW21VT64/ref=sr_1_1820?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1820,,realme,Android 13.0,8 GB,,256 GB,6.72 Inches,5G,realme 11 5G,,
SAMSUNG Galaxy Note 8 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,https://m.media-amazon.com/images/I/71wjfOWQhsL._AC_UL320_.jpg,4.4 out of 5 stars,329.97,"2,060",/Samsung-Galaxy-Unlocked-Android-Megapixel/dp/B075ZGJMQY/ref=sr_1_1821?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1821,,SAMSUNG,google_android,,,64 GB,6.3 Inches,4G,Galaxy Note 8,,"MID-NIGHT BLACK, Midnight Black"
"Yunseity Smallest Mobile Phone, Dual Nano SIM Cards Mini 2G GSM Phone with Voice Changer, Clear Voice Unlocked Tiny Mobile Phone for Elderly Kids (Black Green)",https://m.media-amazon.com/images/I/615sS4GeF-L._AC_UL320_.jpg,,18.55,,/Yunseity-Smallest-Changer-Unlocked-Elderly/dp/B0CW1RN1QN/ref=sr_1_1822?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1822,,Yunseity,,,,,,,Yunseitycpx4n9g0tv-12,,
Mini Phone Unlocked Cellphone 3G Mini Smartphone Android 8.1 World Smallest Phone 3.0 Small Smartphone Dual Sim Cell Phones Touch Screen 2GB Ram 16GB ROM S23Pro Mobile Phone (Pink),https://m.media-amazon.com/images/I/61dHnkByEOL._AC_UL320_.jpg,3.0 out of 5 stars,54.00,7,/Broisae-unlocked-cellphone-smartphone-S23Pro/dp/B0CSJTLHYS/ref=sr_1_1823?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1823,$59.99,Broisae,Android 8.1,2 GB,,16 GB,3 Inches,3G,Broisae,Others,"Black, Green, Pink"
"Samsung Galaxy A11 SM-A115A 32GB Single-Sim Android Smartphone (Black, T-Mobile) (Renewed)",https://m.media-amazon.com/images/I/7141tZ+CwcS._AC_UL320_.jpg,3.5 out of 5 stars,79.99,116,/Samsung-Galaxy-A11-32GB-Single-Sim/dp/B08R5J12P7/ref=sr_1_1824?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1824,,SAMSUNG,Android,,,32 GB,6.4 Inches,2G,Galaxy A11,,Black
"2G Unlocked Flip Phone, Dual SIM Flip Cell Phone with Dual Screen, Big, SOS Function, 4800mAh Battery, LED Flashlight & Sound, Senior Flip Phone for Elderly, Kids (Red)",https://m.media-amazon.com/images/I/61wFCeR4J6L._AC_UL320_.jpg,5.0 out of 5 stars,43.93,3,/Unlocked-Function-4800mAh-Battery-Flashlight/dp/B0CJ37YGJG/ref=sr_1_1825?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1825,$49.73,Fockety,,,,32 GB,2.4 Inches,2G,Focketyzwdt9hg5i8-11,,Red
"Verizon Wireless - Motorola Moto E (2020) 32GB 6.2"" Max Vision Display - Prepaid Smartphone",https://m.media-amazon.com/images/I/71tbCseFxcS._AC_UL320_.jpg,4.2 out of 5 stars,101.97,80,/Verizon-Wireless-Motorola-Display-Smartphone/dp/B0985JTJD8/ref=sr_1_1826?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1826,,Motorola,,,,32 GB,6.5 Inches,LTE,Moto e 32GB (2021 Model),,
SIMBROS Unlocked ALCATEL TCL FLIP PRO 4056S Unlocked for All Carriers in The Americas Including VERIZON AT&T TMOBILE & Cricket - Comes with Verizon Sim Card sim Key Complete New Package,https://m.media-amazon.com/images/I/31mqmQcIpnL._AC_UL320_.jpg,3.6 out of 5 stars,79.98,24,/Unlocked-ALCATEL-Carriers-Americas-Including/dp/B09TPZJB1P/ref=sr_1_1827?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1827,$119.99,SIMBROS,,,,32 GB,2.8 Inches,,flip pro,,
"Google Pixel 7, 128GB for Verizon, Obsidian (Renewed)",https://m.media-amazon.com/images/I/61GaroZ9M6L._AC_UL320_.jpg,3.3 out of 5 stars,229.95,5,/Google-Pixel-Verizon-Obsidian-Renewed/dp/B0C7LPN1CH/ref=sr_1_1828?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1828,,Google,Android,8 GB,2.85 GHz,8 GB,6.3 Inches,5G,Google Pixel 7,,
Motorola Moto G73 (5G) Dual-SIM 256GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Midnight Blue) - International Version,https://m.media-amazon.com/images/I/71PUSSMRjML._AC_UL320_.jpg,4.3 out of 5 stars,163.29,702,/Motorola-Dual-SIM-Unlocked-Smartphone-Midnight/dp/B0BSLJNW5G/ref=sr_1_1829?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1829,"$2,332.71",Motorola,Android 13.0,,,256 GB,6.5 Inches,5G,Motorola Moto G73 (5G),,
Samsung Galaxy Note 10+ Plus 5G Enabled Verizon + GSM Unlocked 256GB Aura White (Renewed),https://m.media-amazon.com/images/I/61lQSLsB-xL._AC_UL320_.jpg,4.2 out of 5 stars,259.95,842,/Galaxy-Note-10-Plus-5G/dp/B08ND3DG7F/ref=sr_1_1830?dib=eyJ2IjoiMSJ9.75wK-oOumWJ-SH2dw6IdxlMy2dWYIiUP4Rrn8MpcP-DelWiYvzP_p7V9k3cq-OVmbjyyJ5MOTXjDmVh8rSnaUUOtPYxUb6ZtBXRWzDgWtznpbWqwHucnSfKuJlfDJvIr0GZLbd9LlWZaOUG7H8_Gtfv8NGIh28oVpAeCbR2RaQpk_UzwVCAByQQ4KWuoS0ahTbsqAYG6c2r8hPPjia4_91tEvivrmYxk0OxTif76S8CZizErf3v_qvf-tlN-p-UDCnBfbMG75Jm7C5zLMK20v4wJtmK0_D94_33GIFUtTlA.y1BJk933WAJdAdmmfquVlw-qM9dDMHbF39p_Pf3o2hw&dib_tag=se&qid=1725972758&s=wireless&sr=1-1830,,SAMSUNG,Android,,,256 GB,6.8 Inches,GSM,Galaxy Note 10 Plus,,"Aura Black, Aura Glow, Aura White, Blue"
"Simple Mobile Samsung Galaxy A03s, 32GB, Black - Prepaid Smartphone (Locked)",https://m.media-amazon.com/images/I/812woqv69CL._AC_UL320_.jpg,4.3 out of 5 stars,000,305,/Simple-Mobile-Samsung-Galaxy-Black/dp/B0BBXD7S5R/ref=sr_1_1828?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1828,,Simple Mobile,Android 11.0,3 GB,2.3 GHz,32 GB,6.51 Inches,4G,Galaxy A03s,,
"Cheap Smartphone, 5.0 Inch HD Display, Dual SIM 3G Mobile Phone, 16GB ROM【Expandable up to 128GB】, Android 9.0, GPS/WiFi/Bluetooth/Face Unlocked Phone (Blue)",https://m.media-amazon.com/images/I/61WfE6wYwnL._AC_UL320_.jpg,,52.99,,/LatsYrs-Smartphone-ROM%E3%80%90Expandable-Bluetooth-Unlocked/dp/B0DB5GZLW9/ref=sr_1_1829?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1829,$5.30,LatsYrs,Android 9.0,,,128 GB,5 Inches,3G,LatsYrs M10Plus,,"Black, Blue"
"MMGuardian Phone - Best Smartphone for Teens & Kids - Unlocked for Any Cell Carrier - 128GB Samsung 5G - Parental Controls - Monitor Texts, Social Media, Pictures - GPS Tracking - No Activation Fee",https://m.media-amazon.com/images/I/51YGGqWO0AL._AC_UL320_.jpg,,299.90,,/MMGuardian-Phone-Smartphone-Unlocked-Activation/dp/B0DB6FLR3W/ref=sr_1_1830?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1830,,MMGuardian,Android 14,,,8 GB,6.5 Inches,5G,Samsung A15 5G,,
ATEL V810V 4G LTE Home Phone Connect - POTS Replacement | LTE Cat.4 | Conference Calling for up to 6 callers | 2X Internal LTE Antenna | Certified on Verizon,https://m.media-amazon.com/images/I/41oERllWDxL._AC_UL320_.jpg,5.0 out of 5 stars,99.95,1,/ATEL-V810V-Phone-Connect-Replacement/dp/B0BRLG6Z7Z/ref=sr_1_1831?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1831,,Atel,,,,,,,,,
Mini Phone XS18Pro 3.0 Inch HD 2GB+16GB 3.0 Inch HD Quad Core Dual Sim Card Child Mobile Phone Android Kids Super Small 3G Mobile Mini Smartphone Student Pocket Cellphone(Light Gold),https://m.media-amazon.com/images/I/71fE4Vi59FL._AC_UL320_.jpg,,59.90,,/Becindy-XS18Pro-Android-Smartphone-Cellphone/dp/B0DDJB73XW/ref=sr_1_1832?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1832,,Becindy,Android 9.0,2 GB,,16 GB,3 Inches,3G,XS18PRO,,"Azure Blue, Deep Black, Light Gold, Light Pink, Sea Blue"
"DOOGEE Blade 10 Ultra Rugged Phone Unlocked,20GB RAM+256GB ROM Android 14 System Rugged Smartphone,6.56''90Hz Display,50MP Camera,5150mAh Battery,IP68/IP69K Waterproof Phones, Face ID/NFC/GPS/OTG",https://m.media-amazon.com/images/I/71efwDZF7IL._AC_UL320_.jpg,5.0 out of 5 stars,279.99,2,/DOOGEE-Blade-10-Ultra-Smartphone/dp/B0D94D168H/ref=sr_1_1833?dib=eyJ2IjoiMSJ9.YEMKJNo03LwESz776eY5MgKN1a4q5RKYGKR_PP5g7N-c3IG3mfdrhoBWvjHtODAFwHmVJ8sEZ7CtL8DWa1Tdr5BvtiRCk6KDQx_w4u3VWUD6MZ-hZzm5U6Dzj5VUZd2f-d6OClCXbxc4ZBp9Vkb3e9aMGvB5jWbnCoQCwaLsx-1ENyPgI0XGL3fPMUaQurf6zlKlG2nuq8am52dc1tdXl3NJwHH-7CaZeJtgQJJv1XRynzvR7PdCsCgwZ-7jCM3bnlrJkdcYIMqtz0_x7gY0D23dls3uNU1QeI1mzVBpvGI.TKMS_N7T2B6teq_fK8buCZ6K-5hXjszr00JJ2ktD9sE&dib_tag=se&qid=1725973045&s=wireless&sr=1-1833,,DOOGEE,Android 14,8 GB,3.2 GHz,256 GB,6.56 Inches,,Blade 10 Ultra,,
